aX,aY,aZ,gX,gY,gZ
0.976,-1.724,0.622,99.548,-2.991,36.560
0.967,-1.689,0.614,101.807,4.272,52.551
0.958,-1.628,0.591,103.088,10.559,72.021
0.942,-1.573,0.549,103.699,16.113,87.708
0.923,-1.502,0.511,104.980,19.836,102.722
0.891,-1.438,0.441,105.347,21.973,119.324
0.859,-1.375,0.441,104.858,21.423,132.446
0.777,-1.179,0.418,99.304,17.334,184.509
0.767,-1.128,0.425,99.548,19.104,197.388
0.754,-1.071,0.421,99.670,20.935,207.214
0.740,-1.024,0.414,100.159,23.621,218.323
0.726,-0.976,0.400,99.915,25.879,227.295
0.706,-0.938,0.384,98.816,26.855,237.427
0.698,-0.877,0.359,97.473,27.100,245.605
0.690,-0.865,0.335,95.947,27.161,255.249
0.698,-0.840,0.323,94.238,26.123,263.794
0.717,-0.823,0.317,93.384,26.306,275.940
0.725,-0.809,0.312,91.309,25.818,286.621
0.720,-0.796,0.307,87.646,24.841,298.340
0.713,-0.785,0.300,83.252,24.353,313.110
0.698,-0.750,0.275,75.439,22.644,342.224
0.675,-0.693,0.235,69.702,19.226,342.102
0.650,-0.586,0.167,64.453,14.343,352.722
0.640,-0.481,0.112,60.669,6.653,363.953
0.637,-0.371,0.065,59.143,-3.174,372.131
0.653,-0.252,0.054,58.899,-12.207,381.287
0.680,-0.133,0.077,57.434,-22.034,388.550
0.703,-0.061,0.111,56.091,-28.198,397.400
0.692,0.052,0.142,51.819,-33.203,405.518
0.663,0.108,0.157,48.157,-38.025,413.330
0.621,0.183,0.152,44.861,-43.762,416.687
0.582,0.280,0.139,42.358,-49.744,417.664
0.540,0.363,0.126,40.405,-57.495,414.368
0.523,0.456,0.126,39.246,-62.256,409.058
0.507,0.520,0.129,39.856,-68.542,399.780
0.485,0.564,0.142,42.786,-72.083,390.076
0.459,0.620,0.317,68.420,-82.275,375.916
0.466,0.725,0.350,72.266,-79.346,377.441
0.453,0.862,0.384,72.571,-77.454,377.258
0.424,0.976,0.396,69.641,-77.332,374.634
0.355,1.104,0.430,65.308,-79.285,369.629
0.339,1.212,0.467,61.401,-82.031,361.267
0.289,1.313,0.494,56.458,-85.022,351.379
0.262,1.428,0.576,54.688,-88.684,338.745
0.265,1.531,0.690,41.260,-81.299,329.712
0.232,1.639,0.736,29.175,-75.623,315.857
0.207,1.712,0.774,22.461,-73.181,302.612
0.164,1.797,0.790,16.541,-73.303,288.208
0.125,1.845,0.816,13.000,-75.134,269.348
0.066,1.884,0.849,7.019,-72.876,237.183
0.054,1.892,0.861,-0.977,-67.383,230.225
0.001,1.894,0.826,-8.606,-61.523,207.458
-0.091,1.875,0.773,-12.756,-56.702,181.946
-0.120,1.856,0.725,-16.663,-54.016,160.645
-0.107,1.814,0.700,-16.357,-52.795,134.644
-0.085,1.734,0.689,-12.085,-52.490,115.906
-0.045,1.674,0.693,-7.751,-50.110,96.863
-0.022,1.607,0.690,-4.028,-46.021,83.801
-0.012,1.551,0.687,-0.916,-41.077,70.007
-0.031,1.498,0.681,2.258,-37.903,58.533
-0.033,1.442,0.701,4.578,-33.997,45.654
0.012,1.425,0.740,4.089,-21.606,32.715
-0.055,1.354,0.688,6.958,-17.395,20.447
-0.066,1.401,0.671,5.371,-22.156,15.137
-0.001,1.417,0.679,-4.395,-25.574,3.967
0.043,1.393,0.690,-22.522,-26.245,-7.629
0.059,1.324,0.685,-37.659,-23.682,-17.212
0.118,1.134,0.576,-87.891,-28.564,-40.588
0.136,1.063,0.546,-98.694,-31.067,-45.776
0.142,1.044,0.532,-106.689,-31.128,-51.025
0.142,0.969,0.507,-115.112,-31.860,-55.115
0.147,0.945,0.486,-120.300,-32.104,-60.181
0.158,0.899,0.459,-123.230,-34.180,-64.392
0.170,0.847,0.436,-123.474,-34.485,-69.519
0.171,0.782,0.398,-120.850,-35.767,-74.219
0.161,0.779,0.367,-117.371,-36.682,-80.627
0.151,0.746,0.347,-111.938,-39.673,-87.769
0.133,0.692,0.340,-105.652,-41.870,-97.473
0.123,0.645,0.349,-97.778,-44.678,-105.164
0.129,0.577,0.367,-90.576,-45.288,-114.197
0.138,0.480,0.379,-82.092,-45.105,-121.338
0.149,0.430,0.386,-74.890,-43.213,-128.662
0.152,0.367,0.380,-64.392,-41.931,-133.301
0.159,0.302,0.367,-56.274,-40.894,-136.902
0.166,0.222,0.349,-47.424,-40.771,-139.282
0.158,0.190,0.332,-40.710,-41.748,-142.517
0.149,0.136,0.326,-31.921,-44.067,-144.897
0.109,-0.102,0.406,-1.465,-51.941,-153.931
0.109,-0.142,0.429,5.798,-53.528,-155.273
0.116,-0.185,0.453,12.146,-53.467,-154.785
0.128,-0.215,0.498,15.686,-54.077,-153.259
0.130,-0.249,0.487,19.165,-54.626,-151.367
0.124,-0.273,0.506,19.775,-56.396,-148.193
0.119,-0.299,0.536,17.822,-57.556,-145.569
0.106,-0.326,0.591,11.047,-60.608,-141.907
0.101,-0.381,0.579,-0.183,-63.049,-138.000
0.112,-0.433,0.590,-10.010,-67.627,-130.615
0.127,-0.494,0.594,-21.362,-71.777,-123.108
0.144,-0.530,0.596,-26.855,-75.562,-112.122
0.144,-0.561,0.604,-32.104,-77.026,-102.905
0.127,-0.565,0.606,-33.203,-78.552,-93.018
0.103,-0.559,0.622,-32.288,-78.918,-87.036
0.084,-0.568,0.643,-32.288,-80.261,-81.238
0.081,-0.579,0.673,-30.457,-79.224,-77.026
0.082,-0.586,0.703,-30.457,-78.796,-72.510
0.090,-0.603,0.723,-29.785,-77.087,-68.420
0.100,-0.619,0.743,-28.198,-75.867,-63.843
0.125,-0.618,0.833,-14.832,-63.293,-48.218
0.126,-0.605,0.849,-11.780,-59.814,-44.250
0.130,-0.563,0.861,-9.827,-56.030,-41.138
0.132,-0.584,0.872,-7.935,-52.490,-38.086
0.140,-0.570,0.884,-6.226,-48.340,-34.729
0.150,-0.553,0.892,-5.554,-43.945,-30.334
0.150,-0.502,0.895,-3.845,-38.330,-26.978
0.143,-0.504,0.880,-1.953,-33.203,-22.644
0.135,-0.477,0.864,-0.793,-28.870,-19.653
0.125,-0.441,0.857,-1.038,-25.757,-15.991
0.119,-0.402,0.845,-1.282,-22.766,-13.367
0.115,-0.360,0.838,-2.380,-20.264,-10.437
0.112,-0.319,0.824,-4.211,-17.700,-8.545
0.104,-0.288,0.816,-6.104,-16.479,-7.141
0.097,-0.253,0.800,-8.301,-13.916,-6.165
0.090,-0.230,0.752,-9.705,-13.367,-4.517
0.085,-0.200,0.757,-11.230,-12.085,-3.723
0.077,-0.168,0.734,-12.878,-12.878,-3.052
0.070,-0.129,0.716,-15.015,-12.878,-3.357
0.066,-0.104,0.730,-16.846,-13.855,-4.211
0.077,-0.060,0.818,-25.574,-9.888,-5.676
0.029,-0.083,0.744,-22.156,-10.681,-9.583
0.039,-0.089,0.722,-14.954,-11.841,-12.146
0.062,-0.087,0.705,-14.648,-10.681,-13.672
0.074,-0.087,0.706,-16.479,-8.545,-13.977
0.077,-0.105,0.715,-14.893,-5.249,-13.184
0.076,-0.054,0.674,-1.709,0.183,-9.827
0.076,-0.038,0.678,-1.221,0.549,-9.827
0.079,-0.029,0.679,-0.916,1.953,-9.277
0.083,-0.019,0.669,-1.404,2.075,-8.362
0.087,-0.008,0.663,-0.488,2.747,-7.812
0.086,0.003,0.661,-2.075,3.723,-6.958
0.083,0.009,0.656,-4.089,4.883,-5.859
0.084,0.021,0.647,-7.019,5.310,-4.883
0.088,0.021,0.601,-8.911,4.883,-3.479
0.092,0.027,0.606,-12.451,5.005,-2.136
0.097,0.028,0.585,-15.137,3.235,0.000
0.098,0.031,0.562,-16.724,1.892,1.709
0.091,0.036,0.550,-17.334,0.793,3.235
0.087,0.044,0.538,-16.113,-1.038,4.700
0.077,0.057,0.530,-15.869,-0.671,5.493
0.069,0.068,0.525,-14.648,-0.854,5.493
0.060,0.081,0.525,-12.817,-0.244,4.761
0.057,0.091,0.526,-11.292,0.183,3.174
0.053,0.094,0.515,-9.399,0.610,0.793
0.049,0.095,0.506,-8.484,0.732,-1.343
0.048,0.097,0.499,-7.019,1.038,-2.869
0.047,0.096,0.496,-6.348,0.793,-5.493
0.048,0.094,0.496,-6.958,0.610,-7.019
0.055,0.088,0.493,-7.507,-0.793,-8.606
0.058,0.083,0.496,-7.019,-1.038,-9.949
0.059,0.079,0.496,-5.737,-1.587,-11.230
0.058,0.072,0.507,-4.272,-1.343,-12.329
0.059,0.070,0.513,-3.052,-1.221,-14.465
0.058,0.067,0.522,-2.747,-0.366,-31.189
0.066,0.065,0.533,-2.747,0.793,-17.029
0.067,0.059,0.537,-3.235,1.404,-17.944
0.068,0.053,0.533,-3.662,1.831,-19.043
0.068,0.042,0.527,-4.761,1.892,-19.531
0.068,0.033,0.522,-4.822,2.258,-20.508
0.070,0.024,0.526,-5.493,1.404,-20.935
0.076,0.009,0.528,-5.737,2.014,-20.508
0.082,-0.031,0.523,-5.188,2.075,-20.386
0.091,-0.009,0.520,-3.967,2.502,-19.653
0.094,-0.012,0.519,-2.625,2.136,-18.799
0.094,-0.013,0.526,-0.916,2.686,-18.311
0.088,-0.011,0.524,-0.183,3.601,-17.639
0.085,-0.012,0.527,-0.610,4.150,-17.395
0.089,-0.018,0.527,-1.526,4.700,-17.212
0.094,-0.019,0.526,-1.465,3.845,-17.029
0.099,-0.025,0.519,-1.587,4.211,-16.418
0.104,-0.026,0.516,-0.854,3.479,-15.747
0.104,-0.031,0.507,-1.160,3.540,-14.648
0.106,-0.033,0.497,-0.488,2.747,-13.367
0.105,-0.032,0.495,0.427,2.625,-12.817
0.100,-0.030,0.492,0.854,1.282,-11.658
0.098,-0.028,0.488,0.977,0.732,-11.047
0.098,-0.024,0.493,-0.244,-0.916,-10.803
0.096,-0.022,0.507,-2.258,-1.709,-10.376
0.098,-0.025,0.520,-4.761,-3.418,-9.827
0.098,-0.026,0.529,-6.348,-4.211,-9.460
0.095,-0.029,0.534,-8.728,-4.822,-8.484
0.098,-0.034,0.535,-9.521,-3.967,-7.874
0.100,-0.040,0.538,-10.071,-3.662,-6.775
0.099,-0.042,0.526,-9.644,-2.747,-6.287
0.095,-0.038,0.520,-8.606,-1.587,-5.737
0.092,-0.033,0.508,-5.798,-1.404,-5.737
0.089,-0.025,0.503,-1.770,-0.916,-6.226
0.087,-0.021,0.507,1.892,0.244,-7.080
0.083,-0.020,0.514,4.333,1.160,-7.996
0.081,-0.017,0.523,7.385,2.197,-8.484
0.082,-0.022,0.528,8.667,3.906,-9.155
0.084,-0.027,0.531,9.338,4.822,-9.399
0.089,-0.029,0.530,9.033,5.737,-9.338
0.089,-0.037,0.528,9.766,5.676,-9.033
0.085,-0.039,0.525,9.705,6.592,-8.545
0.082,-0.038,0.521,8.972,6.226,-7.568
0.079,-0.036,0.516,8.240,6.775,-7.385
0.081,-0.030,0.510,7.751,5.615,-7.202
0.083,-0.016,0.497,8.423,5.920,-7.324
0.081,-0.005,0.491,7.935,5.859,-7.568
0.079,0.004,0.491,8.789,4.517,-8.484
0.072,0.006,0.498,8.667,4.272,-9.460
0.070,0.006,0.499,7.751,3.418,-10.193
0.075,0.002,0.506,6.409,3.052,-11.292
0.077,-0.005,0.512,6.165,1.648,-11.536
0.083,-0.014,0.517,5.676,2.014,-10.986
0.086,-0.020,0.524,5.554,2.319,-10.742
0.088,-0.027,0.525,5.127,3.113,-10.254
0.088,-0.027,0.520,5.554,3.784,-9.216
0.087,-0.028,0.516,5.249,3.906,-8.850
0.088,-0.028,0.516,4.517,4.395,-8.301
0.087,-0.027,0.514,4.578,4.089,-7.874
0.088,-0.024,0.513,5.615,3.784,-7.080
0.090,-0.024,0.517,5.432,3.723,-7.019
0.093,-0.026,0.515,3.479,4.028,-6.470
0.088,-0.026,0.509,2.319,3.296,-5.737
0.086,-0.029,0.504,0.244,2.319,-5.249
0.087,-0.001,0.500,-1.648,1.038,-4.517
0.087,-0.032,0.497,-4.028,-1.099,-3.174
0.089,-0.035,0.498,-6.226,-2.075,-2.258
0.092,-0.028,0.509,-8.667,-5.432,2.014
0.092,-0.022,0.517,-8.667,-4.333,3.052
0.088,-0.019,0.523,-7.507,-3.235,3.235
0.085,-0.014,0.522,-7.202,-1.343,3.052
0.078,-0.010,0.516,-6.165,-1.099,2.319
0.073,-0.006,0.506,-4.883,15.076,1.160
0.075,-0.006,0.503,-4.150,-0.122,0.122
0.080,-0.010,0.499,-4.272,-0.549,-0.671
0.080,-0.017,0.496,-3.418,-0.793,-1.404
0.087,-0.023,0.495,-2.075,-1.404,-0.732
0.088,-0.029,0.495,-1.709,-1.526,-0.671
0.082,-0.031,0.495,-1.709,-1.831,-0.366
0.079,-0.030,0.495,-1.221,-2.075,-0.671
0.076,-0.031,0.495,-0.488,-2.441,-0.549
0.078,-0.032,0.498,-0.427,-2.930,-0.854
0.080,-0.031,0.501,0.793,-2.197,-0.977
0.085,-0.029,0.506,0.793,-2.258,-0.854
0.086,-0.031,0.511,0.671,-2.136,-0.061
0.085,-0.035,0.514,1.038,-2.197,0.366
0.085,-0.033,0.511,1.404,-1.282,0.488
0.083,-0.034,0.513,1.587,-2.075,1.099
0.082,-0.033,0.513,1.648,-0.732,1.587
0.081,-0.028,0.515,2.930,-1.282,1.770
0.078,-0.023,0.515,3.235,-0.366,2.014
0.076,-0.015,0.508,3.784,-0.061,1.587
0.076,-0.007,0.508,4.211,-0.427,1.160
0.074,-0.004,0.508,3.967,-0.610,0.610
0.073,-0.001,0.508,4.089,-1.038,0.244
0.076,0.000,0.514,3.479,-1.831,-0.488
0.075,-0.004,0.516,3.601,-1.465,-0.488
0.077,-0.007,0.517,2.563,-1.892,-0.671
0.078,-0.010,0.514,1.892,-1.038,15.564
0.080,-0.009,0.512,2.563,-1.831,0.122
0.077,-0.009,0.508,2.014,-1.953,0.000
0.072,-0.004,0.506,2.686,-1.831,0.610
0.064,0.006,0.504,2.625,-2.380,0.122
0.062,0.015,0.500,1.587,-2.563,-0.488
0.059,0.021,0.504,0.977,-3.601,-1.038
0.063,0.020,0.505,0.244,-4.578,-1.831
0.064,0.019,0.506,-0.610,-5.188,-2.930
0.070,0.016,0.511,-0.122,-5.798,-3.235
0.069,0.009,0.515,-0.610,-5.188,-3.723
0.072,0.002,0.518,0.061,-5.737,-3.357
0.072,-0.005,0.523,15.198,-5.554,-3.906
0.074,-0.008,0.522,0.732,-4.578,-3.723
0.073,-0.010,0.523,0.793,-4.395,-3.479
0.080,-0.012,0.525,0.854,-4.089,-3.418
0.082,-0.014,0.530,1.465,-3.540,-2.563
0.084,-0.014,0.531,1.221,-2.747,-2.258
0.085,-0.016,0.529,-0.061,-2.808,-1.343
0.086,-0.015,0.526,-1.038,-2.625,-0.610
0.087,-0.014,0.519,-2.075,-2.991,0.305
0.086,-0.008,0.515,-2.991,-3.296,0.732
0.085,-0.004,0.512,-3.357,-4.150,1.221

0.779,-1.833,0.006,46.326,32.410,-296.936
0.792,-1.931,0.034,49.805,30.273,-280.579
0.803,-2.020,0.052,50.781,27.893,-257.874
0.819,-2.090,0.064,50.476,25.574,-237.000
0.829,-2.151,0.060,50.781,24.048,-209.045
0.838,-2.186,0.048,52.856,21.545,-185.303
0.839,-2.216,0.033,56.763,19.348,-145.142
0.835,-2.231,0.022,77.698,16.541,-130.188
0.824,-2.227,0.020,68.115,13.306,-105.164
0.809,-2.211,0.019,72.876,10.376,-75.317
0.785,-2.182,0.015,79.346,7.080,-35.828
0.766,-2.147,0.018,84.473,2.075,-24.658
0.757,-2.091,0.036,89.661,-1.038,-3.418
0.760,-2.042,0.055,92.346,-5.066,21.729
0.766,-1.979,0.074,93.140,-7.568,42.664
0.777,-1.925,0.087,93.262,-10.925,66.650
0.779,-1.873,0.106,92.407,-13.794,86.243
0.776,-1.812,0.125,92.896,-31.250,107.605
0.766,-1.764,0.148,94.910,-16.235,123.474
0.757,-1.711,0.163,97.534,-0.122,141.174
0.751,-1.672,0.177,101.318,-13.245,154.663
0.752,-1.630,0.180,104.431,-10.559,170.654
0.752,-1.590,0.160,107.422,-7.263,184.326
0.749,-1.535,0.132,110.291,-5.798,200.439
0.747,-1.486,0.087,113.586,-5.066,213.440
0.751,-1.424,0.056,118.164,-6.958,228.699
0.759,-1.366,0.041,121.460,-8.057,241.089
0.797,-1.141,-0.007,122.681,-18.555,301.453
0.809,-1.072,-0.026,118.652,-23.071,320.374
0.814,-1.005,-0.045,114.624,-29.663,335.937
0.815,-0.909,-0.067,109.924,-35.828,353.821
0.820,-0.819,-0.083,106.995,-43.579,367.371
0.833,-0.709,-0.086,104.797,-49.683,382.690
0.836,-0.614,-0.088,102.966,-57.434,394.775
0.829,-0.496,-0.085,101.685,-64.758,408.264
0.820,-0.382,-0.079,100.830,-72.815,418.701
0.810,-0.225,-0.059,101.013,-79.041,428.589
0.804,-0.088,-0.037,101.807,-85.449,433.960
0.793,0.076,-0.002,106.018,-88.074,437.195
0.780,0.193,0.048,124.939,-90.637,437.195
0.765,0.319,0.090,112.793,-90.027,435.608
0.723,0.410,0.116,114.929,-90.515,430.969
0.675,0.503,0.144,116.150,-90.271,426.147
0.644,0.571,0.167,116.516,-89.783,420.471
0.623,0.658,0.192,117.310,-88.318,414.917
0.608,0.726,0.212,118.042,-86.548,406.128
0.528,0.932,0.264,110.474,-81.360,376.526
0.536,1.001,0.270,103.699,-82.275,375.793
0.540,1.124,0.273,96.924,-83.496,375.183
0.524,1.275,0.265,89.294,-85.632,371.948
0.474,1.391,0.256,84.106,-89.417,362.976
0.420,1.498,0.262,76.599,-95.215,350.952
0.355,1.594,0.279,69.397,-100.586,332.397
0.312,1.637,0.328,47.852,-107.666,317.139
0.286,1.677,0.398,55.420,-112.976,302.429
0.270,1.718,0.481,48.340,-115.112,285.645
0.219,1.772,0.529,41.748,-115.540,271.729
0.219,1.822,0.571,37.720,-114.014,254.028
0.189,1.871,0.621,35.583,-113.037,237.244
0.145,1.902,0.660,34.241,-109.314,214.966
0.140,1.925,0.695,32.410,-104.065,195.557
0.067,1.912,0.713,31.433,-99.121,171.509
0.045,1.883,0.736,29.663,-91.858,152.649
-0.004,1.835,0.709,27.344,-88.013,129.456
-0.026,1.781,0.703,31.067,-84.778,112.549
-0.225,1.832,0.705,31.189,-83.679,97.839
-0.053,1.674,0.698,28.870,-74.402,86.121
0.021,1.705,0.765,27.222,-62.256,72.266
-0.068,1.676,0.630,27.893,-59.021,56.458
-0.111,1.688,0.580,32.837,-70.435,42.236
-0.082,1.722,0.625,26.733,-76.355,25.940
-0.059,1.695,0.624,11.108,-76.355,13.184
-0.053,1.644,0.629,0.793,-72.388,-0.122
-0.018,1.521,0.514,-20.325,-71.106,-45.471
-0.012,1.496,0.503,-25.208,-71.472,-55.725
-0.001,1.467,0.501,-46.509,-71.533,-67.932
0.009,1.422,0.496,-42.114,-70.740,-92.896
0.020,1.374,0.467,-52.246,-72.144,-87.219
0.037,1.308,0.440,-65.491,-75.684,-94.666
0.061,1.256,0.425,-78.552,-81.848,-102.417
0.074,1.185,0.417,-92.712,-88.257,-107.788
0.107,1.131,0.425,-104.187,-92.896,-113.037
0.130,1.061,0.434,-117.493,-95.520,-117.065
0.142,0.994,0.431,-125.549,-98.145,-121.155
0.139,0.913,0.426,-130.798,-100.281,-140.015
0.141,0.845,0.431,-133.667,-103.149,-128.540
0.148,0.762,0.449,-136.841,-103.516,-130.676
0.153,0.708,0.468,-138.184,-103.638,-133.850
0.155,0.654,0.467,-138.123,-104.065,-137.695
0.153,0.592,0.482,-137.329,-104.797,-142.212
0.147,0.535,0.488,-137.024,-104.187,-145.874
0.195,0.342,0.517,-121.094,-100.891,-171.997
0.192,0.288,0.534,-109.863,-99.182,-180.054
0.186,0.210,0.546,-98.450,-95.276,-190.430
0.185,0.137,0.562,-82.397,-91.187,-198.792
0.196,0.038,0.584,-67.932,-86.853,-208.374
0.215,-0.045,0.614,-49.866,-81.299,-214.478
0.241,-0.151,0.629,-34.790,-75.928,-219.360
0.261,-0.269,0.638,-19.531,-70.557,-220.947
0.277,-0.337,0.641,-8.545,-67.627,-220.398
0.282,-0.416,0.649,2.014,-65.857,-217.896
0.284,-0.506,0.669,7.874,-65.063,-212.036
0.286,-0.580,0.686,7.507,-67.078,-204.468
0.288,-0.654,0.694,0.732,-69.214,-193.604
0.294,-0.740,0.701,-9.338,-75.073,-182.617
0.302,-0.771,0.711,-18.799,-80.078,-167.480
0.311,-0.820,0.731,-30.884,-86.182,-153.748
0.321,-0.860,0.746,-39.795,-90.881,-136.230
0.323,-0.883,0.761,-47.546,-93.994,-121.887
0.317,-0.894,0.775,-51.331,-95.642,-106.140
0.284,-0.852,0.913,-42.542,-89.111,-69.519
0.286,-0.831,0.947,-36.743,-84.900,-64.148
0.292,-0.810,0.971,-15.686,-78.125,-58.411
0.298,-0.781,0.982,-25.208,-72.876,-53.772
0.299,-0.750,0.995,-19.836,-65.491,-48.706
0.298,-0.712,1.000,-14.648,-60.059,-44.556
0.294,-0.687,1.001,-11.414,-53.589,-40.100
0.290,-0.659,0.998,-7.507,-48.218,-35.095
0.286,-0.633,0.994,-4.211,-41.138,-31.250
0.283,-0.607,0.991,-2.136,-35.767,-27.039
0.278,-0.581,0.974,-0.916,-28.992,-22.278
0.269,-0.547,0.953,-0.183,-24.231,-16.724
0.257,-0.519,0.921,-0.549,-19.836,-12.024
0.242,-0.475,0.896,0.122,-16.602,-6.775
0.218,-0.429,0.873,-0.977,-13.306,-3.418
0.202,-0.375,0.850,-2.686,-11.292,-0.610
0.192,-0.330,0.822,-4.395,-9.155,1.465
0.184,-0.282,0.801,-6.165,-7.690,3.784
0.172,-0.241,0.781,-6.592,-6.958,3.906
0.157,-0.200,0.767,-7.996,-5.432,4.456
0.142,-0.172,0.759,-9.460,-4.395,4.517
0.122,-0.146,0.748,-10.010,-2.380,3.052
0.108,-0.125,0.729,-8.911,-0.977,1.892
0.102,-0.108,0.719,-8.606,0.488,0.793
0.097,-0.091,0.704,-7.629,1.770,-0.488
0.099,-0.076,0.704,-7.996,3.967,-0.732
0.095,-0.067,0.706,-10.559,5.615,-0.916
0.079,-0.054,0.697,-11.841,6.592,-1.892
0.073,-0.047,0.680,-13.306,8.301,-2.075
0.069,-0.045,0.668,-16.357,8.728,-2.563
0.063,-0.042,0.649,-19.043,10.071,-2.686
0.057,-0.049,0.626,-19.836,10.437,-2.808
0.055,-0.057,0.600,-20.081,11.169,-2.686
0.056,-0.058,0.577,-18.188,10.498,-2.625
0.059,-0.058,0.558,-15.808,11.047,-2.625
0.059,-0.036,0.534,-10.132,6.958,-0.122
0.062,-0.029,0.539,-10.193,5.554,-0.366
0.064,-0.029,0.545,-10.559,5.554,-0.061
0.065,-0.026,0.549,-10.498,4.822,0.183
0.070,-0.021,0.552,-10.071,6.287,-0.244
0.071,-0.021,0.550,-8.972,6.409,-0.671
0.070,-0.020,0.542,-8.240,7.019,-0.916
0.074,-0.022,0.536,-7.324,7.812,-0.854
0.074,-0.022,0.529,-7.080,8.057,-0.854
0.073,-0.019,0.526,-5.005,8.850,-0.977
0.070,-0.013,0.527,-4.150,8.301,-1.831
0.072,-0.010,0.534,-3.479,9.277,-2.136
0.076,-0.011,0.534,-4.150,9.399,-2.014
0.079,-0.009,0.535,-5.737,10.071,-1.770
0.083,-0.007,0.536,-6.836,10.437,-1.587
0.083,-0.005,0.535,-8.545,9.705,-1.221
0.081,0.000,0.535,-10.864,10.254,-1.160
0.081,0.000,0.531,-13.245,9.399,-0.854
0.082,0.001,0.520,-13.977,9.460,-0.610
0.082,-0.000,0.511,-14.404,7.874,-0.549
0.084,0.001,0.501,-14.465,7.935,-0.244
0.086,-0.002,0.499,-13.916,7.019,0.061
0.089,-0.000,0.498,-12.756,6.470,0.305
0.091,-0.001,0.500,-11.780,5.920,0.732
0.095,-0.002,0.512,-11.292,6.653,2.441
0.087,0.006,0.514,-10.742,6.104,2.625
0.077,0.016,0.510,-10.071,6.287,2.686
0.077,0.023,0.505,-9.155,5.798,2.258
0.078,0.031,0.507,-8.728,5.493,1.526
0.081,0.038,0.508,-8.423,5.249,-0.244
0.077,0.043,0.512,-7.507,5.615,-1.648
0.076,0.043,0.516,-6.958,5.127,-3.296
0.077,0.042,0.516,-5.981,6.104,-4.944
0.077,0.038,0.512,-5.615,6.348,-6.714
0.082,0.029,0.512,-5.188,6.775,-7.996
0.085,0.024,0.513,-3.723,6.714,-9.277
0.089,0.019,0.511,-2.563,7.568,-10.071
0.091,0.018,0.510,-2.747,7.446,-10.315
0.092,0.014,0.505,-1.892,7.935,-11.108
0.086,0.011,0.500,-1.160,7.446,-11.719
0.087,0.009,0.496,-0.549,6.897,-12.634
0.088,0.004,0.493,-0.549,6.348,-13.245
0.098,0.001,0.492,-0.366,5.066,-13.306
0.102,-0.005,0.492,-0.977,3.967,-12.573
0.107,-0.021,0.494,-0.916,2.075,-11.597
0.117,-0.033,0.494,-1.587,1.343,-8.972
0.119,-0.044,0.498,-2.808,0.427,-6.958
0.117,-0.049,0.503,-2.441,-0.122,-4.700
0.112,-0.046,0.508,-1.953,-0.366,-2.991
0.105,-0.037,0.511,-2.197,-0.793,-1.160
0.101,-0.024,0.516,-1.099,-0.732,-0.427
0.099,-0.010,0.520,-1.404,-0.427,-0.061
0.099,-0.001,0.522,-1.831,-0.916,0.000
0.096,0.008,0.531,-2.136,-0.793,-0.732
0.092,0.013,0.542,-2.869,-0.366,-0.854
0.090,0.011,0.547,-3.418,0.061,-1.770
0.085,0.006,0.547,-3.906,0.916,-2.380
0.085,-0.001,0.543,-4.395,1.953,-3.113
0.084,-0.009,0.534,-4.517,3.235,-3.601
0.086,-0.019,0.525,-4.272,3.235,-3.906
0.086,-0.025,0.521,-2.930,3.845,-4.578
0.080,-0.033,0.517,-2.686,3.357,-4.517
0.082,-0.037,0.511,-3.174,3.723,-4.333
0.083,-0.038,0.510,-2.136,3.845,-4.211
0.080,-0.041,0.510,-1.587,4.333,-4.150
0.076,-0.042,0.509,-1.099,4.028,-4.272
0.076,-0.045,0.509,-1.770,4.028,-4.578
0.077,-0.048,0.507,-1.831,3.784,-4.761
0.080,-0.054,0.502,-1.831,3.662,-4.089
0.085,-0.066,0.496,-1.709,2.441,-3.357
0.089,-0.068,0.492,-1.221,1.709,-2.197
0.092,-0.065,0.492,-0.916,0.488,-0.977
0.090,-0.061,0.530,-0.488,-0.183,0.427
0.089,-0.053,0.506,0.488,0.122,1.526
0.083,-0.041,0.513,-0.183,-0.793,2.808
0.080,-0.034,0.510,-0.610,-1.099,3.113
0.076,-0.020,0.512,-1.160,-1.831,3.601
0.075,-0.014,0.509,-2.502,-2.380,3.662
0.075,-0.007,0.509,-2.991,-2.563,3.601
0.077,-0.004,0.514,-3.662,-3.967,3.601
0.075,0.002,0.517,-4.272,-4.211,3.906
0.074,0.009,0.521,-4.639,-4.578,3.357
0.074,0.017,0.521,-4.578,-3.967,2.136
0.071,0.021,0.526,-3.967,-3.723,1.770
0.073,0.021,0.524,-4.639,-3.784,-0.061
0.073,0.020,0.528,-4.211,-2.625,-0.854
0.076,0.017,0.528,-3.601,-2.502,-1.587
0.081,0.012,0.525,-3.662,-1.587,-2.319
0.083,0.004,0.522,-2.563,-0.977,-2.380
0.081,-0.002,0.520,-3.418,-0.977,-2.991
0.080,-0.009,0.513,-3.235,-0.671,-3.174
0.083,-0.017,0.511,-1.038,-0.854,-4.578
0.090,-0.022,0.517,-0.549,-1.343,-5.005
0.093,-0.031,0.522,0.000,-0.671,-4.761
0.096,-0.035,0.527,0.488,-0.305,-4.700
0.096,-0.041,0.528,0.244,14.893,-4.639
0.099,-0.044,0.525,0.183,0.000,-4.333
0.098,-0.049,0.524,0.427,0.000,-3.540
